place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
,,,,,,consistent waiter ,,,,Positive,,
,,,,,,mediocre tacos  stuffy layout,,,Negative,,Negative,
,,,,,,hasty busboy friendly sight,,,,Negative,Positive,
,,,,,,unhealthy platter considerate e-commerce ,,,Negative,Positive,,
,,,,,,chaotic vibe,,,,,Negative,
,,,,,,spoiled quiche dismissive waitperson calming vibe,,,Negative,Negative,Positive,
,,,,,,outstanding chatbot ,,,,Positive,,
,,,,,,spoiled tea  awkward mood,,,Negative,,Negative,
,,,,,,inefficient caregiver modern interior,,,,Negative,Positive,
,,,,,,slimy steak diligent team ,,,Negative,Positive,,
,,,,,,dull energy,,,,,Negative,
,,,,,,inadequate side dish overwhelmed chatbot luxurious surroundings,,,Negative,Negative,Positive,
,,,,,,polite maintenance ,,,,Positive,,
,,,,,,soggy tacos  too loud music,,,Negative,,Negative,
,,,,,,incompetent receptionist chic air,,,,Negative,Positive,
,,,,,,unrefined bread excellent help desk ,,,Negative,Positive,,
,,,,,,depressing air,,,,,Negative,
,,,,,,gross cake impolite team uplifting space,,,Negative,Negative,Positive,
,,,,,,engaged phone ordering ,,,,Positive,,
,,,,,,tough paella  uncomfortable view,,,Negative,,Negative,
,,,,,,unaware guide pleasant furnishing,,,,Negative,Positive,
,,,,,,smelly burger excellent order taker ,,,Negative,Positive,,
,,,,,,unromantic indoor,,,,,Negative,
,,,,,,soggy feast disengaged attendant refreshing outlook,,,Negative,Negative,Positive,
,,,,,,thoughtful room service ,,,,Positive,,
,,,,,,bitter chips  dark view,,,Negative,,Negative,
,,,,,,disrespectful account manager cozy indoor,,,,Negative,Positive,
,,,,,,disgusting pie friendly clerk ,,,Negative,Positive,,
,,,,,,noisy setting,,,,,Negative,
,,,,,,chewy meal nonchalant receptionist romantic tone,,,Negative,Negative,Positive,
,,,,,,considerate valet ,,,,Positive,,
,,,,,,dry brunch  uninspiring acoustics,,,Negative,,Negative,
,,,,,,incompetent customer care chic tone,,,,Negative,Positive,
,,,,,,spoiled bread excellent housekeeper ,,,Negative,Positive,,
,,,,,,disorienting environment,,,,,Negative,
,,,,,,unfresh gravy cold security breezy feelings,,,Negative,Negative,Positive,
,,,,,,welcoming virtual assistant ,,,,Positive,,
,,,,,,bland course  unappealing space,,,Negative,,Negative,
,,,,,,annoying team cozy environment,,,,Negative,Positive,
,,,,,,unflavorful juice reliable manager ,,,Negative,Positive,,
,,,,,,bland mood,,,,,Negative,
,,,,,,gummy rice unpleasant cleaner chic charm,,,Negative,Negative,Positive,
,,,,,,gracious online ordering ,,,,Positive,,
,,,,,,disappointing dish  unappealing lighting,,,Negative,,Negative,
,,,,,,awkward waiter pleasant space,,,,Negative,Positive,
,,,,,,underseasoned picnic professional team ,,,Negative,Positive,,
,,,,,,oppressive ambience,,,,,Negative,
,,,,,,slimy sushi irritating waiter pleasant environment,,,Negative,Negative,Positive,
,,,,,,gracious live chat ,,,,Positive,,
,,,,,,disgusting entrée  dark energy,,,Negative,,Negative,
,,,,,,overbearing online support chilled space,,,,Negative,Positive,
,,,,,,greasy ice cream excellent waitperson ,,,Negative,Positive,,
,,,,,,unwelcoming ambiance,,,,,Negative,
,,,,,,unrefined concoction clumsy manager relaxing decor,,,Negative,Negative,Positive,
,,,,,,timely security ,,,,Positive,,
,,,,,,too salty meal  uncomfortable environment,,,Negative,,Negative,
,,,,,,unpleasant help desk inviting style,,,,Negative,Positive,
,,,,,,salty casserole warm reservation ,,,Negative,Positive,,
,,,,,,stuffy design,,,,,Negative,
,,,,,,awful hamburger inadequate help desk modern visuals,,,Negative,Negative,Positive,
,,,,,,outstanding waitress ,,,,Positive,,
,,,,,,sour cake  uninviting ambience,,,Negative,,Negative,
,,,,,,overworked clerk inviting aura,,,,Negative,Positive,
,,,,,,dry fruit attentive order processing ,,,Negative,Positive,,
,,,,,,dark setting,,,,,Negative,
,,,,,,undercooked rice awkward host stylish structure,,,Negative,Negative,Positive,
,,,,,,top-notch caregiver ,,,,Positive,,
,,,,,,flavorless quiche  uncomfortable layout,,,Negative,,Negative,
,,,,,,hasty service desk rustic charm,,,,Negative,Positive,
,,,,,,tasteless snack timely account manager ,,,Negative,Positive,,
,,,,,,soulless setting,,,,,Negative,
,,,,,,stringy curry overbearing team member fresh space,,,Negative,Negative,Positive,
,,,,,,efficient bartender ,,,,Positive,,
,,,,,,spoiled chicken  unsophisticated energy,,,Negative,,Negative,
,,,,,,overworked order tracking luxurious space,,,,Negative,Positive,
,,,,,,spoiled lasagna accommodating guide ,,,Negative,Positive,,
,,,,,,boring space,,,,,Negative,
,,,,,,stringy noodles clumsy manager inviting environment,,,Negative,Negative,Positive,
,,,,,,consistent valet ,,,,Positive,,
,,,,,,unhealthy entrée  uninspiring vibe,,,Negative,,Negative,
,,,,,,unresponsive staff inviting lighting,,,,Negative,Positive,
,,,,,,spoiled main course consistent call center ,,,Negative,Positive,,
,,,,,,disorienting setting,,,,,Negative,
,,,,,,bland snack unfriendly chatbot inviting room,,,Negative,Negative,Positive,
,,,,,,fast waitstaff ,,,,Positive,,
,,,,,,dry fruit  noisy indoor,,,Negative,,Negative,
,,,,,,careless bellboy airy vibration,,,,Negative,Positive,
,,,,,,unrefined lasagna timely remote service ,,,Negative,Positive,,
,,,,,,too bright design,,,,,Negative,
,,,,,,undercooked pasta salad unresponsive team member homey space,,,Negative,Negative,Positive,
,,,,,,courteous attendant ,,,,Positive,,
,,,,,,over-sweetened cheese  unpleasant hospitality,,,Negative,,Negative,
,,,,,,unhelpful account manager chic environment,,,,Negative,Positive,
,,,,,,stinky snack skilled delivery person ,,,Negative,Positive,,
,,,,,,chaotic decor,,,,,Negative,
,,,,,,unpleasant vegetables disrespectful security quiet sound,,,Negative,Negative,Positive,
,,,,,,welcoming customer service ,,,,Positive,,
,,,,,,tasteless sandwich  uncomfortable space,,,Negative,,Negative,
,,,,,,annoying technician warm charm,,,,Negative,Positive,
,,,,,,undercooked entrée outstanding host ,,,Negative,Positive,,
,,,,,,boring surroundings,,,,,Negative,
,,,,,,salty sausages clumsy customer support refreshing space,,,Negative,Negative,Positive,
,,,,,,cheerful remote service ,,,,Positive,,
,,,,,,spoiled lasagna  chaotic feel,,,Negative,,Negative,
,,,,,,unprofessional order confirmation inviting comfort,,,,Negative,Positive,
,,,,,,chewy smoothie helpful online support ,,,Negative,Positive,,
,,,,,,unpleasant comfort,,,,,Negative,
,,,,,,smelly soup dismissive waitress welcoming comfort,,,Negative,Negative,Positive,
,,,,,,smiling receptionist ,,,,Positive,,
,,,,,,unhealthy paella  soulless space,,,Negative,,Negative,
,,,,,,unresponsive assistant refreshing setting,,,,Negative,Positive,
,,,,,,unseasoned fish warm team member ,,,Negative,Positive,,
,,,,,,oppressive room,,,,,Negative,
,,,,,,lumpy beverage poor dishwasher rustic charm,,,Negative,Negative,Positive,
,,,,,,responsive support ,,,,Positive,,
,,,,,,unappetizing tofu  dark warmth,,,Negative,,Negative,
,,,,,,unprofessional service representative luxurious lighting,,,,Negative,Positive,
,,,,,,burnt wrap friendly support hotline ,,,Negative,Positive,,
,,,,,,unfriendly charm,,,,,Negative,
,,,,,,burnt delicacy dismissive support agent refreshing decor,,,Negative,Negative,Positive,
,,,,,,skilled busboy ,,,,Positive,,
,,,,,,unripe appetizer  sterile setting,,,Negative,,Negative,
,,,,,,unskilled pickup service peaceful outlook,,,,Negative,Positive,
,,,,,,unripe pizza smiling waiter ,,,Negative,Positive,,
,,,,,,noisy art,,,,,Negative,
,,,,,,flavorless salad disrespectful waitperson modern background,,,Negative,Negative,Positive,
,,,,,,accommodating online support ,,,,Positive,,
,,,,,,over-sweetened meal  unsophisticated vibration,,,Negative,,Negative,
,,,,,,disrespectful online ordering breezy feel,,,,Negative,Positive,
,,,,,,unpleasant hamburger friendly caregiver ,,,Negative,Positive,,
,,,,,,disagreeable feelings,,,,,Negative,
,,,,,,awful beverage clumsy host classy setting,,,Negative,Negative,Positive,
,,,,,,warm support agent ,,,,Positive,,
,,,,,,gummy dinner  chaotic ambiance,,,Negative,,Negative,
,,,,,,cold attendant beautiful feel,,,,Negative,Positive,
,,,,,,flavorless fish and chips considerate check-in ,,,Negative,Positive,,
,,,,,,uninviting aura,,,,,Negative,
,,,,,,gross gravy unskilled e-commerce charming warmth,,,Negative,Negative,Positive,
,,,,,,knowledgeable caregiver ,,,,Positive,,
,,,,,,cold sushi  uncomfortable hospitality,,,Negative,,Negative,
,,,,,,careless service desk fresh charm,,,,Negative,Positive,
,,,,,,stale coffee reliable delivery person ,,,Negative,Positive,,
,,,,,,unpleasant energy,,,,,Negative,
,,,,,,rubbery casserole insincere team ambiance sound,,,Negative,Negative,Positive,
,,,,,,cheerful attendant ,,,,Positive,,
,,,,,,rubbery chips  overcrowded furnishing,,,Negative,,Negative,
,,,,,,unconsiderate chef relaxing temperature,,,,Negative,Positive,
,,,,,,unpleasant lunch warm security ,,,Negative,Positive,,
,,,,,,unappealing energy,,,,,Negative,
,,,,,,soggy tea overwhelmed chatbot peaceful vibration,,,Negative,Negative,Positive,
,,,,,,cheerful caregiver ,,,,Positive,,
,,,,,,unseasoned concoction  boring setting,,,Negative,,Negative,
,,,,,,unhelpful support agent breezy space,,,,Negative,Positive,
,,,,,,unfresh steak helpful customer service ,,,Negative,Positive,,
,,,,,,bland music,,,,,Negative,
,,,,,,spoiled picnic inattentive e-commerce bright interior,,,Negative,Negative,Positive,
,,,,,,reliable housekeeper ,,,,Positive,,
,,,,,,greasy rice  cold air,,,Negative,,Negative,
,,,,,,rude valet fresh vibration,,,,Negative,Positive,
,,,,,,soggy cookies polite customer service ,,,Negative,Positive,,
,,,,,,unappealing energy,,,,,Negative,
,,,,,,unflavorful sandwich rude bellboy homey mood,,,Negative,Negative,Positive,
,,,,,,respectful support hotline ,,,,Positive,,
,,,,,,awful fried rice  uninviting feel,,,Negative,,Negative,
,,,,,,awkward customer inquiry chilled atmosphere,,,,Negative,Positive,
,,,,,,over-sweetened course attentive bellboy ,,,Negative,Positive,,
,,,,,,harsh lighting setting,,,,,Negative,
,,,,,,cold breakfast hostile delivery service friendly furnishing,,,Negative,Negative,Positive,
,,,,,,friendly attendant ,,,,Positive,,
,,,,,,overly greasy banquet  bland art,,,Negative,,Negative,
,,,,,,disrespectful bartender vibrant vibe,,,,Negative,Positive,
,,,,,,smelly sushi rolls respectful waitress ,,,Negative,Positive,,
,,,,,,chaotic ambiance,,,,,Negative,
,,,,,,gummy potatoes unaware remote service airy comfort,,,Negative,Negative,Positive,
,,,,,,enthusiastic bellboy ,,,,Positive,,
,,,,,,dry lunch  chaotic background,,,Negative,,Negative,
,,,,,,awkward order taker intimate furniture,,,,Negative,Positive,
,,,,,,chewy cocktail polite helper ,,,Negative,Positive,,
,,,,,,chaotic environment,,,,,Negative,
,,,,,,unappetizing treat nonchalant online ordering bright structure,,,Negative,Negative,Positive,
,,,,,,engaged waitperson ,,,,Positive,,
,,,,,,disgusting tea  overcrowded mood,,,Negative,,Negative,
,,,,,,awkward concierge peaceful tone,,,,Negative,Positive,
,,,,,,unrefined coffee smiling clerk ,,,Negative,Positive,,
,,,,,,awkward charm,,,,,Negative,
,,,,,,rotten fish and chips clumsy account manager fresh tone,,,Negative,Negative,Positive,
,,,,,,enthusiastic e-commerce ,,,,Positive,,
,,,,,,salty potatoes  dark charm,,,Negative,,Negative,
,,,,,,poor remote service relaxing ambiance,,,,Negative,Positive,
,,,,,,cold concoction responsive help desk ,,,Negative,Positive,,
,,,,,,unpleasant energy,,,,,Negative,
,,,,,,spoiled quinoa unhelpful delivery service tranquil space,,,Negative,Negative,Positive,
,,,,,,engaged attendant ,,,,Positive,,
,,,,,,disappointing dessert  harsh feelings,,,Negative,,Negative,
,,,,,,unresponsive order processing refreshing outdoor,,,,Negative,Positive,
,,,,,,too salty main course efficient support ,,,Negative,Positive,,
,,,,,,dull music,,,,,Negative,
,,,,,,disappointing chocolate inefficient pickup service cozy sight,,,Negative,Negative,Positive,
,,,,,,warm waiter ,,,,Positive,,
,,,,,,bitter curry  too loud environment,,,Negative,,Negative,
,,,,,,overbearing e-commerce intimate sight,,,,Negative,Positive,
,,,,,,stringy picnic helpful order confirmation ,,,Negative,Positive,,
,,,,,,unpolished air,,,,,Negative,
,,,,,,unfresh brunch careless customer service inviting music,,,Negative,Negative,Positive,
,,,,,,cheerful online ordering ,,,,Positive,,
,,,,,,disappointing platter  dirty comfort,,,Negative,,Negative,
,,,,,,unconsiderate team casual setting,,,,Negative,Positive,
,,,,,,lumpy noodles professional team ,,,Negative,Positive,,
,,,,,,stale sight,,,,,Negative,
,,,,,,salty beverage distracting account manager ambiance charm,,,Negative,Negative,Positive,
,,,,,,excellent pickup service ,,,,Positive,,
,,,,,,smelly sandwich  awkward space,,,Negative,,Negative,
,,,,,,unaccommodating support hotline modern comfort,,,,Negative,Positive,
,,,,,,stinky pancakes welcoming telephonic service ,,,Negative,Positive,,
,,,,,,boring warmth,,,,,Negative,
,,,,,,unhealthy feast unresponsive concierge fresh music,,,Negative,Negative,Positive,
,,,,,,considerate staff ,,,,Positive,,
,,,,,,inadequate chocolate  too loud coziness,,,Negative,,Negative,
,,,,,,confused host cozy furniture,,,,Negative,Positive,
,,,,,,disgusting brunch attentive caretaker ,,,Negative,Positive,,
,,,,,,unappealing feel,,,,,Negative,
,,,,,,slimy entrée hasty digital assistant charming tone,,,Negative,Negative,Positive,
,,,,,,helpful waitperson ,,,,Positive,,
,,,,,,unappetizing snack  dark space,,,Negative,,Negative,
,,,,,,unfriendly attendant lively charm,,,,Negative,Positive,
,,,,,,chewy snack skilled phone ordering ,,,Negative,Positive,,
,,,,,,unsightly coziness,,,,,Negative,
,,,,,,salty fruit unhelpful assistant breezy hospitality,,,Negative,Negative,Positive,
,,,,,,pleasant help desk ,,,,Positive,,
,,,,,,bland breakfast  overcrowded surroundings,,,Negative,,Negative,
,,,,,,inattentive bellboy inviting outdoor,,,,Negative,Positive,
,,,,,,rubbery coffee polite attendant ,,,Negative,Positive,,
,,,,,,stale style,,,,,Negative,
,,,,,,sour cocktail unprofessional support beautiful sound,,,Negative,Negative,Positive,
,,,,,,friendly check-in ,,,,Positive,,
,,,,,,dry main course  unsightly ambience,,,Negative,,Negative,
,,,,,,untrustworthy waiter classy setting,,,,Negative,Positive,
,,,,,,dry delicacy helpful check-in ,,,Negative,Positive,,
,,,,,,cold visuals,,,,,Negative,
,,,,,,flavorless quinoa inefficient waitress comfortable warmth,,,Negative,Negative,Positive,
,,,,,,friendly bartender ,,,,Positive,,
,,,,,,cold soft drink  uninviting background,,,Negative,,Negative,
,,,,,,unprofessional helper peaceful setting,,,,Negative,Positive,
,,,,,,slimy pie courteous check-in ,,,Negative,Positive,,
,,,,,,dirty comfort,,,,,Negative,
,,,,,,stale feast inadequate security ambiance energy,,,Negative,Negative,Positive,
,,,,,,genuine service representative ,,,,Positive,,
,,,,,,smelly fruit  chaotic environment,,,Negative,,Negative,
,,,,,,unskilled service representative quiet coziness,,,,Negative,Positive,
,,,,,,overcooked entree friendly customer support ,,,Negative,Positive,,
,,,,,,uncomfortable ambiance,,,,,Negative,
,,,,,,awful sandwich unpleasant pickup service bright lighting,,,Negative,Negative,Positive,
,,,,,,fast receptionist ,,,,Positive,,
,,,,,,mediocre soup  unpleasant background,,,Negative,,Negative,
,,,,,,confused order processing casual setting,,,,Negative,Positive,
,,,,,,undercooked banquet remarkable delivery service ,,,Negative,Positive,,
,,,,,,unappealing energy,,,,,Negative,
,,,,,,unripe fish and chips confused waitress homey mood,,,Negative,Negative,Positive,
,,,,,,kind technician ,,,,Positive,,
,,,,,,too salty platter  too loud layout,,,Negative,,Negative,
,,,,,,nonchalant concierge cozy feelings,,,,Negative,Positive,
,,,,,,burnt feast skilled online support ,,,Negative,Positive,,
,,,,,,isolated charm,,,,,Negative,
,,,,,,overly greasy drink unaware caretaker contemporary environment,,,Negative,Negative,Positive,
,,,,,,welcoming attendant ,,,,Positive,,
,,,,,,unappetizing fruit  soulless outdoor,,,Negative,,Negative,
,,,,,,disrespectful customer care relaxing sound,,,,Negative,Positive,
,,,,,,too salty banquet kind e-commerce ,,,Negative,Positive,,
,,,,,,gloomy feel,,,,,Negative,
,,,,,,bitter buffet disorganized host peaceful acoustics,,,Negative,Negative,Positive,
,,,,,,warm security ,,,,Positive,,
,,,,,,unhealthy chocolate  unpolished energy,,,Negative,,Negative,
,,,,,,unprofessional online support peaceful feelings,,,,Negative,Positive,
,,,,,,tasteless buffet friendly housekeeper ,,,Negative,Positive,,
,,,,,,gloomy sight,,,,,Negative,
,,,,,,salty quinoa unfriendly delivery airy temperature,,,Negative,Negative,Positive,
,,,,,,professional technician ,,,,Positive,,
,,,,,,disappointing treat  gloomy room,,,Negative,,Negative,
,,,,,,rude cleaner friendly space,,,,Negative,Positive,
,,,,,,over-sweetened banquet friendly dishwasher ,,,Negative,Positive,,
,,,,,,dark hospitality,,,,,Negative,
,,,,,,greasy tea poor concierge beautiful warmth,,,Negative,Negative,Positive,
,,,,,,accommodating telephonic service ,,,,Positive,,
,,,,,,lumpy quiche  dark outlook,,,Negative,,Negative,
,,,,,,unaccommodating live chat chic background,,,,Negative,Positive,
,,,,,,over-sweetened course engaging waitress ,,,Negative,Positive,,
,,,,,,unrelaxed outdoor,,,,,Negative,
,,,,,,unseasoned side dish unaccommodating security lively outdoor,,,Negative,Negative,Positive,
